strain_entity_id,canonical_genome_path,total_bp_x,contigs,largest_contig_bp_x,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block,source_genome_path,normalized_genome_path,n_contigs,total_bp_y,largest_contig_bp_y,normalization_status,parse_status,n_genes,n_contigs_with_genes,partial_genes,internal_stop_proteins,coordinate_length_mismatches,median_protein_length_aa,partial_gene_fraction,gene_call_qc,global_gene_count_extreme,stage02_1_decision
STRAIN_000165,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000165.fa.gz,4187615,1,4187615,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000165.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000165.fna.gz,1,4187615,4187615,PASS,PASS,4258,1,0,0,0,249.0,0.0,PASS,False,KEEP
STRAIN_000166,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000166.fa.gz,4214643,1,4214643,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000166.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000166.fna.gz,1,4214643,4214643,PASS,PASS,4280,1,0,0,0,247.0,0.0,PASS,False,KEEP
STRAIN_000167,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000167.fa.gz,2202695,9,1497472,True,,LNC_0190,RNC_0182,NC_0182,LANI95_0013,RANI95_0013,ANI95_0013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000167.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000167.fna.gz,9,2202695,1497472,PASS,PASS,1815,9,5,0,0,288.0,0.0027548209366391,PASS,False,KEEP
STRAIN_000168,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000168.fa.gz,3025352,3,2939026,True,,LNC_0080,RNC_0075,NC_0075,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000168.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000168.fna.gz,3,3025352,2939026,PASS,PASS,2920,3,1,0,0,253.0,0.0003424657534246,PASS,False,KEEP
STRAIN_000169,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000169.fa.gz,2331386,103,1384428,True,,LNC_0036,RNC_0037,NC_0037,LANI95_0012,RANI95_0012,ANI95_0012,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000169.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000169.fna.gz,103,2331386,1384428,PASS,PASS,1993,43,35,0,0,287.0,0.0175614651279478,PASS,False,KEEP
STRAIN_000170,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000170.fa.gz,1867005,74,342590,True,,LNC_0054,RNC_0028,NC_0028,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000170.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000170.fna.gz,74,1867005,342590,PASS,PASS,1836,58,49,0,0,262.0,0.0266884531590413,PASS,False,KEEP
STRAIN_000171,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000171.fa.gz,2017251,32,747243,True,,LNC_0191,RNC_0183,NC_0183,LANI95_0025,RANI95_0025,ANI95_0025,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000171.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000171.fna.gz,32,2017251,747243,PASS,PASS,1956,21,16,0,0,265.0,0.0081799591002045,PASS,False,KEEP
STRAIN_000172,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000172.fa.gz,2316838,5,2264399,True,,LNC_0029,RNC_0031,NC_0031,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000172.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000172.fna.gz,5,2316838,2264399,PASS,PASS,2282,5,3,0,0,256.0,0.0013146362839614,PASS,False,KEEP
STRAIN_000173,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000173.fa.gz,2020500,38,1227701,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000173.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000173.fna.gz,38,2020500,1227701,PASS,PASS,1968,24,22,0,0,262.0,0.0111788617886178,PASS,False,KEEP
STRAIN_000174,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000174.fa.gz,2015721,95,795806,True,,LNC_0025,RNC_0024,NC_0024,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000174.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000174.fna.gz,95,2015721,795806,PASS,PASS,2023,79,69,0,0,253.0,0.0341077607513593,PASS,False,KEEP
STRAIN_000175,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000175.fa.gz,2186882,1,2186882,True,,LNC_0192,RNC_0184,NC_0184,LANI95_0013,RANI95_0013,ANI95_0013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000175.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000175.fna.gz,1,2186882,2186882,PASS,PASS,1787,1,1,0,0,290.0,0.0005595970900951,PASS,False,KEEP
STRAIN_000176,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000176.fa.gz,2129206,1,2129206,True,,LNC_0193,RNC_0185,NC_0185,LANI95_0017,RANI95_0017,ANI95_0017,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000176.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000176.fna.gz,1,2129206,2129206,PASS,PASS,2296,1,1,0,0,225.0,0.0004355400696864,PASS,False,KEEP
STRAIN_000177,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000177.fa.gz,2364583,25,477166,True,,LNC_0194,RNC_0186,NC_0186,LANI95_0028,RANI95_0028,ANI95_0028,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000177.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000177.fna.gz,25,2364583,477166,PASS,PASS,2425,25,36,0,0,251.0,0.0148453608247422,PASS,False,KEEP
STRAIN_000178,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000178.fa.gz,2214656,1,2214656,True,,LNC_0195,RNC_0187,NC_0187,LANI95_0013,RANI95_0013,ANI95_0013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000178.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000178.fna.gz,1,2214656,2214656,PASS,PASS,1830,1,1,0,0,286.5,0.0005464480874316,PASS,False,KEEP
STRAIN_000179,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000179.fa.gz,2265943,1,2265943,True,,LNC_0196,RNC_0188,NC_0188,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000179.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000179.fna.gz,1,2265943,2265943,PASS,PASS,1831,1,2,0,0,314.0,0.0010922992900054,PASS,False,KEEP
STRAIN_000180,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000180.fa.gz,2305557,2,1576206,True,,LNC_0197,RNC_0189,NC_0189,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000180.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000180.fna.gz,2,2305557,1576206,PASS,PASS,2173,2,2,0,0,256.0,0.0009203865623561,PASS,False,KEEP
STRAIN_000181,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000181.fa.gz,2992972,2,2961421,True,,LNC_0024,RNC_0023,NC_0023,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000181.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000181.fna.gz,2,2992972,2961421,PASS,PASS,2776,2,2,0,0,264.0,0.0007204610951008,PASS,False,KEEP
STRAIN_000182,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000182.fa.gz,6312783,6,4368708,True,,LNC_0198,RNC_0190,NC_0190,LANI95_0065,RANI95_0066,ANI95_0066,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000182.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000182.fna.gz,6,6312783,4368708,PASS,PASS,5899,6,1,0,0,282.0,0.0001695202576707,PASS,False,KEEP
STRAIN_000183,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000183.fa.gz,2131976,2,2125753,True,,LNC_0199,RNC_0191,NC_0191,LANI95_0019,RANI95_0019,ANI95_0019,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000183.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000183.fna.gz,2,2131976,2125753,PASS,PASS,2049,2,0,0,0,252.0,0.0,PASS,False,KEEP
STRAIN_000184,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000184.fa.gz,1831949,1,1831949,True,,LNC_0030,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000184.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000184.fna.gz,1,1831949,1831949,PASS,PASS,1941,1,0,0,0,224.0,0.0,PASS,False,KEEP
STRAIN_000185,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000185.fa.gz,4292969,80,4214598,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000185.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000185.fna.gz,80,4292969,4214598,PASS,PASS,4422,78,94,0,0,243.0,0.0212573496155585,PASS,False,KEEP
STRAIN_000186,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000186.fa.gz,5614252,3,4864217,True,,LNC_0200,RNC_0192,NC_0192,LANI95_0066,RANI95_0067,ANI95_0067,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000186.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000186.fna.gz,3,5614252,4864217,PASS,PASS,5158,3,0,0,0,283.0,0.0,PASS,False,KEEP
STRAIN_000187,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000187.fa.gz,2172383,2,2145899,True,,LNC_0201,RNC_0193,NC_0193,LANI95_0017,RANI95_0017,ANI95_0017,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000187.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000187.fna.gz,2,2172383,2145899,PASS,PASS,2277,2,0,0,0,237.0,0.0,PASS,False,KEEP
STRAIN_000188,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000188.fa.gz,1872918,1,1872918,True,,LNC_0202,RNC_0194,NC_0194,LANI95_0019,RANI95_0019,ANI95_0019,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000188.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000188.fna.gz,1,1872918,1872918,PASS,PASS,1935,1,0,0,0,229.0,0.0,PASS,False,KEEP
STRAIN_000189,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000189.fa.gz,2518737,6,2399458,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000189.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000189.fna.gz,6,2518737,2399458,PASS,PASS,2495,6,1,0,0,242.0,0.0004008016032064,PASS,False,KEEP
STRAIN_000190,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000190.fa.gz,3127288,2,3069926,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000190.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000190.fna.gz,2,3127288,3069926,PASS,PASS,3080,2,0,0,0,253.0,0.0,PASS,False,KEEP
STRAIN_000191,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000191.fa.gz,3077434,2,3039042,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000191.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000191.fna.gz,2,3077434,3039042,PASS,PASS,3002,2,2,0,0,255.0,0.0006662225183211,PASS,False,KEEP
STRAIN_000192,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000192.fa.gz,2524513,2543,16111,True,,LNC_0203,RNC_0195,NC_0195,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000192.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000192.fna.gz,2543,2524513,16111,PASS,PASS,5315,2410,2846,0,0,101.0,0.5354656632173095,WARN:HIGH_PARTIAL_GENE_FRACTION,False,KEEP_PENDING_QC_REVIEW
STRAIN_000193,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000193.fa.gz,2685399,2,2635294,True,,LNC_0204,RNC_0196,NC_0196,LANI95_0067,RANI95_0068,ANI95_0068,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000193.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000193.fna.gz,2,2685399,2635294,PASS,PASS,2504,2,0,0,0,270.0,0.0,PASS,False,KEEP
STRAIN_000194,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000194.fa.gz,5467641,2,5459214,True,,LNC_0205,RNC_0197,NC_0197,LANI95_0068,RANI95_0069,ANI95_0069,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000194.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000194.fna.gz,2,5467641,5459214,PASS,PASS,4969,2,1,0,0,276.0,0.0002012477359629,PASS,False,KEEP
STRAIN_000195,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000195.fa.gz,3782950,1,3782950,True,,LNC_0206,RNC_0198,NC_0198,LANI95_0069,RANI95_0070,ANI95_0070,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000195.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000195.fna.gz,1,3782950,3782950,PASS,PASS,3568,1,1,0,0,270.0,0.0002802690582959,PASS,False,KEEP
STRAIN_000196,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000196.fa.gz,2385164,1,2385164,True,,LNC_0023,RNC_0022,NC_0022,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000196.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000196.fna.gz,1,2385164,2385164,PASS,PASS,1952,1,1,0,0,308.5,0.0005122950819672,PASS,False,KEEP
STRAIN_000197,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000197.fa.gz,2408831,3,2400312,True,,LNC_0207,RNC_0199,NC_0199,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000197.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000197.fna.gz,3,2408831,2400312,PASS,PASS,2006,3,4,0,0,303.0,0.0019940179461615,PASS,False,KEEP
STRAIN_000198,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000198.fa.gz,3980199,1,3980199,True,,LNC_0208,RNC_0200,NC_0200,LANI95_0070,RANI95_0071,ANI95_0071,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000198.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000198.fna.gz,1,3980199,3980199,PASS,PASS,4039,1,0,0,0,245.0,0.0,PASS,False,KEEP
STRAIN_000199,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000199.fa.gz,3348624,4,3308273,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000199.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000199.fna.gz,4,3348624,3308273,PASS,PASS,3131,4,3,0,0,261.0,0.0009581603321622,PASS,False,KEEP
STRAIN_000200,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000200.fa.gz,2384987,1,2384987,True,,LNC_0209,RNC_0201,NC_0201,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000200.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000200.fna.gz,1,2384987,2384987,PASS,PASS,1953,1,0,0,0,314.0,0.0,PASS,False,KEEP
STRAIN_000201,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000201.fa.gz,2354088,3,2113023,True,,LNC_0210,RNC_0202,NC_0202,LANI95_0071,RANI95_0072,ANI95_0072,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000201.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000201.fna.gz,3,2354088,2113023,PASS,PASS,2438,3,0,0,0,236.0,0.0,PASS,False,KEEP
STRAIN_000202,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000202.fa.gz,2395764,3,2385301,True,,LNC_0211,RNC_0203,NC_0203,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000202.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000202.fna.gz,3,2395764,2385301,PASS,PASS,1952,3,2,0,0,312.0,0.0010245901639344,PASS,False,KEEP
STRAIN_000203,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000203.fa.gz,1441470,2,1422478,True,,LNC_0212,RNC_0204,NC_0204,LANI95_0072,RANI95_0073,ANI95_0073,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000203.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000203.fna.gz,2,1441470,1422478,PASS,PASS,1349,2,1,0,0,266.0,0.0007412898443291,PASS,False,KEEP
STRAIN_000204,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000204.fa.gz,2422684,1,2422684,True,,LNC_0081,RNC_0076,NC_0076,LANI95_0012,RANI95_0012,ANI95_0012,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000204.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000204.fna.gz,1,2422684,2422684,PASS,PASS,2040,1,1,0,0,299.0,0.0004901960784313,PASS,False,KEEP
STRAIN_000205,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000205.fa.gz,1943113,1,1943113,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000205.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000205.fna.gz,1,1943113,1943113,PASS,PASS,1570,1,1,0,0,314.5,0.0006369426751592,PASS,False,KEEP
STRAIN_000206,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000206.fa.gz,1938583,1,1938583,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000206.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000206.fna.gz,1,1938583,1938583,PASS,PASS,1565,1,1,0,0,315.0,0.0006389776357827,PASS,False,KEEP
STRAIN_000207,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000207.fa.gz,2325981,6,1300035,True,,LNC_0213,RNC_0205,NC_0205,LANI95_0073,RANI95_0029,ANI95_0029,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000207.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000207.fna.gz,6,2325981,1300035,PASS,PASS,2115,6,6,0,0,265.0,0.0028368794326241,PASS,False,KEEP
STRAIN_000208,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000208.fa.gz,2386233,47,294354,True,,LNC_0214,RNC_0206,NC_0206,LANI95_0012,RANI95_0012,ANI95_0012,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000208.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000208.fna.gz,47,2386233,294354,PASS,PASS,2086,47,53,0,0,288.5,0.0254074784276126,PASS,False,KEEP
STRAIN_000209,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000209.fa.gz,2860691,188,133793,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000209.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000209.fna.gz,188,2860691,133793,PASS,PASS,2755,185,89,0,0,261.0,0.0323049001814882,PASS,False,KEEP
STRAIN_000210,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000210.fa.gz,4011949,1,4011949,True,,LNC_0215,RNC_0207,NC_0207,LANI95_0014,RANI95_0014,ANI95_0014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000210.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000210.fna.gz,1,4011949,4011949,PASS,PASS,3957,1,0,0,0,255.0,0.0,PASS,False,KEEP
STRAIN_000211,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000211.fa.gz,2900620,10,983797,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000211.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000211.fna.gz,10,2900620,983797,PASS,PASS,2713,10,5,0,0,264.0,0.0018429782528566,PASS,False,KEEP
STRAIN_000212,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000212.fa.gz,2091243,3,1943635,True,,LNC_0082,RNC_0077,NC_0077,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000212.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000212.fna.gz,3,2091243,1943635,PASS,PASS,2053,3,3,0,0,258.0,0.0014612761811982,PASS,False,KEEP
STRAIN_000213,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000213.fa.gz,2577104,5,2452616,True,,LNC_0216,RNC_0208,NC_0208,LANI95_0015,RANI95_0015,ANI95_0015,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000213.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000213.fna.gz,5,2577104,2452616,PASS,PASS,2701,5,2,0,0,235.0,0.0007404664938911,PASS,False,KEEP
STRAIN_000214,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000214.fa.gz,3207224,10,832807,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000214.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000214.fna.gz,10,3207224,832807,PASS,PASS,3008,10,9,0,0,260.0,0.0029920212765957,PASS,False,KEEP
STRAIN_000215,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000215.fa.gz,2434610,2,2326299,True,,LNC_0217,RNC_0209,NC_0209,LANI95_0074,RANI95_0074,ANI95_0074,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000215.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000215.fna.gz,2,2434610,2326299,PASS,PASS,2222,2,2,0,0,264.5,0.0009000900090009,PASS,False,KEEP
STRAIN_000216,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000216.fa.gz,1929905,1,1929905,True,,LNC_0218,RNC_0050,NC_0050,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000216.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000216.fna.gz,1,1929905,1929905,PASS,PASS,1998,1,0,0,0,227.0,0.0,PASS,False,KEEP
STRAIN_000217,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000217.fa.gz,1932693,1,1932693,True,,LNC_0219,RNC_0210,NC_0210,LANI95_0011,RANI95_0011,ANI95_0011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000217.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000217.fna.gz,1,1932693,1932693,PASS,PASS,1558,1,0,0,0,310.0,0.0,PASS,False,KEEP
